filename,Acoustic_Complexity_Index__main_value,Acoustic_Complexity_Index__min,Acoustic_Complexity_Index__max,Acoustic_Complexity_Index__mean,Acoustic_Complexity_Index__median,Acoustic_Complexity_Index__std,Acoustic_Complexity_Index__var,Acoustic_Diversity_Index__main_value,Acoustic_Evenness_Index__main_value,Bio_acoustic_Index__main_value,Normalized_Difference_Sound_Index__main_value,RMS_energy__min,RMS_energy__max,RMS_energy__mean,RMS_energy__median,RMS_energy__std,RMS_energy__var,Spectral_Entropy__main_value,Temporal_Entropy__main_value
Beach.1.01.wav,1203.9836618233157,149.19692978096427,151.5965439412128,150.49795772791447,150.47398026004853,0.6285635895219415,0.3950921860727077,1.7178129057647271,0.5162612981795938,8.207042461733986,-0.7384922094980506,0.0029978724603254322,0.016093950236718647,0.006237912818073267,0.006099122419393798,0.0012111535679708955,1.4668929652086307e-06,0.6842504966325172,0.9901106683345975
Beach.1.02.wav,1202.5541026050614,149.51248164809755,151.20208897918195,150.31926282563268,150.35495444393985,0.5012182613592172,0.2512197455199565,1.843277585563236,0.45720383728712743,9.168387756992203,-0.7284663695240254,0.0026871668437232665,0.009560627925998532,0.0050294077391574,0.004950045135201049,0.0009037282342039723,8.167247212974297e-07,0.6945029099215628,0.9902105843504393
Beach.1.03.wav,1203.9362419365395,149.31729692739216,153.0164049306475,150.49203024206747,150.40656061776724,1.0697172972183355,1.1442950959681009,1.7482051420987412,0.49171323934120786,9.609777955110008,-0.7388181615972264,0.002545725264378521,0.011127320283883635,0.005386228637758521,0.005306458643625329,0.001069770664154252,1.1444092738850297e-06,0.686122807244178,0.9899408241997765
Beach.1.04.wav,1199.4376904284186,149.28264834195045,150.28088030509312,149.92971130355232,150.02267463193624,0.30661868663323477,0.09401501899268984,1.7821632229293418,0.47824283617431523,9.360873889413401,-0.7530860613663993,0.002657047492613125,0.010400273202955843,0.005076296593180678,0.004995520634701242,0.0009231670017139109,8.52237313053452e-07,0.6874146668219823,0.9902040055330502
Beach.1.05.wav,1198.3935660297593,148.65541464872527,150.7194130861768,149.79919575371989,149.81636428312754,0.5842757904691981,0.34137819932840624,1.818037195312365,0.4613473692507009,9.843457428093188,-0.7103082156244231,0.0026969505703003283,0.010623104742016123,0.005152861855887257,0.005060465303770626,0.0009704200013029913,9.417149789288977e-07,0.6938894066759353,0.9901038396548963
Beach.1.06.wav,1209.1924240563972,149.75457016901268,152.41525089700835,151.14905300704962,150.91691176048025,0.8176931608886528,0.6686221053640763,2.2378954035505503,0.19757633255517285,6.001911249573855,-0.41285881963753013,0.002934119928951802,0.015864954308820792,0.00696733832945219,0.006798465467888148,0.0015227138219870604,2.318657383670441e-06,0.7628071767739906,0.9896161409162849
Beach.1.07.wav,1231.7515282048603,152.73433127416342,156.51855827862536,153.96894102560753,153.27112108380655,1.34645772698841,1.8129484105667952,2.2953270301805087,0.06319090322958783,4.755784723873919,-0.1678261381559051,0.003498683147606659,0.011197897392055407,0.006367256124424241,0.006279406354735219,0.0010446169795770288,1.0912246340206346e-06,0.8190810093036434,0.9903219582175933
Beach.1.08.wav,1238.4542326216208,152.03219457936154,161.6973573645833,154.80677907770257,153.38119988079927,3.16724107990358,10.031416058228796,2.286193266065696,0.10005922777966045,5.889369620594898,-0.09142894079199528,0.0022345506551622713,0.019316541190922198,0.0062072763053498126,0.006170886911979748,0.0013935828166269436,1.9420730667978855e-06,0.8126256697033191,0.9893666914764178
Beach.1.09.wav,1233.1593542482574,151.26491601877964,155.88282491346226,154.14491928103217,153.96709660228822,1.4436877559494439,2.084234336678341,2.2835279793659438,0.10737290301128954,5.1829055331025575,-0.23324207771246522,0.003404788435648429,0.01651467466227989,0.006723002933016056,0.0065849618447130385,0.0012782779479703745,1.6339945122673513e-06,0.8131494986278449,0.9900646672467928
Beach.1.10.wav,1244.8508847863463,150.10570067031924,163.13069438606072,155.6063605982933,154.42896864677965,4.828984185490757,23.319088263719834,2.2281191583155535,0.21123619159473925,4.2901445887093,-0.16970044502006576,0.0025882441176937267,0.012796133551698854,0.006143971327245046,0.006010198674837856,0.0013601228849206251,1.8499342620848041e-06,0.8097082743798573,0.9895683242160228
