filename,Acoustic_Complexity_Index__main_value,Acoustic_Complexity_Index__min,Acoustic_Complexity_Index__max,Acoustic_Complexity_Index__mean,Acoustic_Complexity_Index__median,Acoustic_Complexity_Index__std,Acoustic_Complexity_Index__var,Normalized_Difference_Sound_Index__main_value,Spectral_Entropy__main_value,Temporal_Entropy__main_value
Beach.1.01.wav,1203.9836618233157,149.19692978096427,151.5965439412128,150.49795772791447,150.47398026004853,0.6285635895219415,0.3950921860727077,-0.7384922094980506,0.6842504966325172,0.9901106683345975
Beach.1.02.wav,1202.5541026050614,149.51248164809755,151.20208897918195,150.31926282563268,150.35495444393985,0.5012182613592172,0.2512197455199565,-0.7284663695240254,0.6945029099215628,0.9902105843504393
Beach.1.03.wav,1203.9362419365395,149.31729692739216,153.0164049306475,150.49203024206747,150.40656061776724,1.0697172972183355,1.1442950959681009,-0.7388181615972264,0.686122807244178,0.9899408241997765
Beach.1.04.wav,1199.4376904284186,149.28264834195045,150.28088030509312,149.92971130355232,150.02267463193624,0.30661868663323477,0.09401501899268984,-0.7530860613663993,0.6874146668219823,0.9902040055330502
Beach.1.05.wav,1198.3935660297593,148.65541464872527,150.7194130861768,149.79919575371989,149.81636428312754,0.5842757904691981,0.34137819932840624,-0.7103082156244231,0.6938894066759353,0.9901038396548963
Beach.1.06.wav,1209.1924240563972,149.75457016901268,152.41525089700835,151.14905300704962,150.91691176048025,0.8176931608886528,0.6686221053640763,-0.41285881963753013,0.7628071767739906,0.9896161409162849
Beach.1.07.wav,1231.7515282048603,152.73433127416342,156.51855827862536,153.96894102560753,153.27112108380655,1.34645772698841,1.8129484105667952,-0.1678261381559051,0.8190810093036434,0.9903219582175933
Beach.1.08.wav,1238.4542326216208,152.03219457936154,161.6973573645833,154.80677907770257,153.38119988079927,3.16724107990358,10.031416058228796,-0.09142894079199528,0.8126256697033191,0.9893666914764178
Beach.1.09.wav,1233.1593542482574,151.26491601877964,155.88282491346226,154.14491928103217,153.96709660228822,1.4436877559494439,2.084234336678341,-0.23324207771246522,0.8131494986278449,0.9900646672467928
Beach.1.10.wav,1244.8508847863463,150.10570067031924,163.13069438606072,155.6063605982933,154.42896864677965,4.828984185490757,23.319088263719834,-0.16970044502006576,0.8097082743798573,0.9895683242160228
Beach.1.11.wav,1212.1287775896412,149.7354366383708,156.66454681549152,151.51609719870515,150.61573696073572,2.2211302304184013,4.9334195004785,-0.651097395496217,0.6941432598098407,0.9900565841083003
Beach.1.12.wav,1243.495222883057,149.93719912293318,160.9641959584828,155.43690286038213,155.00359986346962,3.880879927301218,15.061229010129507,0.018066467623524336,0.8372407874811619,0.9897533398022486
Beach.1.13.wav,1222.028142692856,150.56198853115936,154.3060814600748,152.753517836607,152.78015786708198,1.0570918330910906,1.117443143587882,-0.2546826864480105,0.7907576842459533,0.9872349989379642
Beach.1.14.wav,1231.1467127833062,152.66411642985793,156.0015581092341,153.8933390979132,153.7882716233903,1.1109017603070241,1.234102721053245,-0.11801066435229753,0.8172574219185182,0.9897199040162304
Beach.1.15.wav,1247.7152525962138,153.65034543344703,158.92320304575898,155.96440657452672,155.81336511214033,1.4034575060758987,1.9696929713607814,0.07863521387542442,0.8405848155992505,0.9901451963477932
Beach.2.01.wav,1240.876885583817,150.61905721906302,171.1151194447018,155.10961069797713,152.97528330358682,6.3457897145614055,40.26904710143332,-0.8034535376331255,0.6621894286943548,0.9901330092066629
Beach.2.02.wav,1214.4440115442567,149.52659376071458,155.71918920680267,151.80550144303209,151.2726863952996,1.9383102335969955,3.757046561666839,-0.7796193005010256,0.6658831609379874,0.9899082888567987
Beach.2.03.wav,1223.3621289748116,150.1006769557959,157.67256564809492,152.92026612185145,152.33314447434594,2.4091529265192344,5.804017823356192,-0.7858646084302746,0.6853909926176461,0.9900149951859287
Beach.2.04.wav,1223.7070044583538,149.08425538417137,158.400226176089,152.96337555729423,152.5660624699932,2.806519332364748,7.87655076293707,-0.7729388943784843,0.6865894153184999,0.9902635818915381
Beach.2.05.wav,1212.9149733756142,149.02463305143928,155.9701659978496,151.61437167195177,150.7552007504362,2.4791138420805985,6.1460054419956265,-0.8148503946113652,0.6616141895590132,0.9899354713886831
Beach.2.06.wav,1229.83136806872,149.94343189793935,163.5816991763902,153.72892100858996,151.2591665966727,5.119609335974798,26.210399753000306,-0.6921694217802297,0.6751989132476446,0.98984355709948
